KODE_CABANG,CUSTOMER_NUMBER,ALAMAT,LATITUDE,LONGITUDE,STATE,CITY,PROVINCE,ZIP_CODE,CHANNEL,SHIP_METHOD_CODE,SHIP_METHOD_DESC,DELIVERY_AREA_GROUP
JK2,126044,"JL. LET.JEND SUTOYO, CAWANG CAWANG",-6.2571678,106.8680434,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,HOSPITAL PRIVATE (PVT),P-DR-01,PERI 01,PINGGIRAN KOTA
JK2,126108,JL. RAYA JATINEGARA BARAT NO. 91 JATINEGARA - JATINEGARA BALI MESTER,-6.2171705,106.8642275,JATINEGARA,JAKARTA,DKI JAKARTA,13930,PHARMACY CHAIN (CHN),B-DR-05,BASE 05,DALAM KOTA
JK2,150346,JL. KESEMEK NO. 5 CILINCING,-6.113098,106.920157,CILINCING,JAKARTA,DKI JAKARTA,14120,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,126176,JL. PAHLAWAN REVOLUSI NO.47  RT/RW 005/005 PONDOK BAMBU - DUREN SAWIT,-6.234872,106.896706,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,HOSPITAL PRIVATE (PVT),B-DR-03,BASE 03,DALAM KOTA
JK2,126178,JL. RAYA HANKAM NO.58 C -D JATIWARINGIN - PONDOK GEDE,-6.2882264,106.9149001,JATIWARINGIN,PONDOKGEDE,JAWA BARAT,17411,PHARMACY REGULAR (REG),P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,126215,JL. CILILITAN BESAR 27 C CILILITAN CILILITAN,-6.26374569999999,106.8673206,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,PHARMACY REGULAR (REG),B-DR-06,BASE 06,DALAM KOTA
JK2,126261,JL. RAYA BOGOR KRAMAT JATI,-6.2856048,106.8710269,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,HOSPITAL GOVERNMENT (GVM),P-DR-01,PERI 01,PINGGIRAN KOTA
JK2,150195,JL. PULOMAS BARAT VI NO. 20 KAYU PUTIH -  PULO GADUNG,-6.1801529,106.8841258,KAYU PUTIH,JAKARTA,DKI JAKARTA,13210,HOSPITAL PRIVATE (PVT),P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,125755,JL. BUNGA RAMPAI NO.38  MALAKA JAYA  DUREN SAWIT MALAKA JAYA - DUREN SAWIT MALAKA JAYA,-6.22464609999999,106.9361788,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK2,150430,JL. SUMUR BATU RAYA NO. 12 A KEMAYORAN,-6.16727349999999,106.8672408,KEMAYORAN,JAKARTA,DKI JAKARTA,10620,PHARMACY REGULAR (REG),B-DR-11,BASE 11,DALAM KOTA
JK2,150214,JL. BOULEVARD RAYA BLOK LA6 NO.14 KLP GADING KELAPA GADING KELAPA GADING,-6.15862259999999,106.9061798,KELAPA GADING TIMUR,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),P-DR-01,PERI 01,PINGGIRAN KOTA
JK2,149835,GADING GRIYA LESTARI BLOK G1/19 (RUKO) CILINCING CILINCING,-6.1412676,106.9185872,SUKAPURA,JAKARTA,DKI JAKARTA,14140,PHARMACY REGULAR (REG),B-DR-07,BASE 07,DALAM KOTA
JK2,150399,JL. BOULEVARD RAYA BLOK.  LA NO. 6/5 KLP. GADING KELAPA GADING,-6.1611756,106.9047904,KELAPA GADING TIMUR,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-08,BASE 08,DALAM KOTA
JK2,150359,"RS. PELABUHAN, POLI  INTERNIS JL. KRAMAT JAYA.",-6.12499219999999,106.917835,PADEMANGAN,JAKARTA,DKI JAKARTA,0,PARAMEDIC,P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,149921,JL. DELI NO.9 KOJA SELATAN KOJA UTARA,-6.1088812,106.8992542,KOJA SELATAN,JAKARTA,DKI JAKARTA,14220,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,150415,KELAPA GADING PLAZA LT. I NO.170 KELAPA GADING KELAPA GADING,-6.1590935,106.9068023,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-07,BASE 07,DALAM KOTA
JK2,125656,GUDANG BALAI PUSTAKA JL. PULO KAMBING KAV J NO.15 KAWASAN INDUSTRI PULOGADUNG HARMONI,-6.16571999999999,106.820392,PASAR BARU,JAKARTA,DKI JAKARTA,13260,PBF TENDER,P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,125742,JL. KALIMALANG  KAV.8/10 GRAHA BUMI INDAH DUREN SAWIT - DUREN SAWIT,-6.2476957,106.9134038,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,PBAK REGULAR,P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,150199,JL. PANGKALAN ASEM NO.11C GALUR CEMPAKA SARI JOHAR BARU,-6.1746341,106.857758,JOHAR BARU,JAKARTA,DKI JAKARTA,10560,PHARMACY REGULAR (REG),B-DR-09,BASE 09,DALAM KOTA
JK2,149813,RS. HARAPAN JAYAKARTA. JL. BEKASI TIMUR RAYA NO 6 KM 18 PULOGADUNG,-6.186972,106.906571,CAKUNG,JAKARTA,DKI JAKARTA,13930,GENERAL PRACTICE DOCTOR (GP),B-DR-02,BASE 02,DALAM KOTA
JK2,125315,JL. TAMAN MALAKA SELATAN NO.6 PONDOK KELAPA - DUREN SAWIT,-6.2331761,106.9241885,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,HOSPITAL PRIVATE (PVT),B-DR-02,BASE 02,DALAM KOTA
JK2,125929,JL. RAYA PONDOK KELAPA KAV. DKI BLOK E 9/6 PONDOK KELAPA DUREN SAWIT,-6.2544018,106.9210766,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,150298,JL. KELAPA CENGKIR BARAT IV FK-KELAPA GADING JL. KELAPA CENGKIR BARAT,-6.16446,106.90298,KELAPA GADING,JAKARTA,DKI JAKARTA,13350,GENERAL PRACTICE DOCTOR (GP),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,149750,"JL. BUDI MULIA RT.12/15 NO.59B, PADEMAGAN PADEMANGAN PADEMAGAN BARAT",-6.1338251,106.8374349,PADEMANGAN BARAT,JAKARTA,DKI JAKARTA,14420,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,126179,JL. PINTU II TMII NO. 1 PINANG RANTI MAKASAR  PINANGRANTI MAKASAR,-6.2983329,106.8937547,MAKASAR,JAKARTA,DKI JAKARTA,13570,PHARMACY REGULAR (REG),P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,149735,JL. UTAN BARAT NO. 143 KEMAYORAN KEMAYORAN,-6.1594869,106.8541776,KEMAYORAN,JAKARTA,DKI JAKARTA,10620,PHARMACY REGULAR (REG),B-DR-09,BASE 09,DALAM KOTA
JK2,149905,JL. TABAH RAYA NO.1 RT01 RW09 KELAPA GADING KELAPA GADING BARAT,-6.15900999999999,106.885434,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-08,BASE 08,DALAM KOTA
JK2,150308,"JL. PULOMAS BARAT VI NO. 20 OMNI MEDICAL CENTER, RS.",-6.1801311,106.8812167,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,13230,SPECIALIST DOCTOR (SPC),B-DR-08,BASE 08,DALAM KOTA
JK2,150100,JL. BOULEVARD RAYA BLOK RA 91/1 KELAPA GADING KELAPA GADING,-6.1611756,106.9047904,KELAPA GADING TIMUR,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-08,BASE 08,DALAM KOTA
JK2,125818,JL. CONDET RAYA NO. 13 RT. 006/02 KRAMAT JATI KRAMAT JATI,-6.27291499999999,106.8572046,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,PHARMACY REGULAR (REG),B-DR-06,BASE 06,DALAM KOTA
JK2,150291,JL. SULAWESI NO. 17 B RT. 008/RW. 04 KOJA,-6.1090042,106.8932546,KOJA SELATAN,JAKARTA,DKI JAKARTA,14220,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,149780,RUKO TAMAN PULO INDAH BLOK I NO. 7-8  JL RAYA PENGGILINGAN PENGGILINGAN - CAKUNG,-6.19093399999999,106.9348315,PENGGILINGAN,JAKARTA,DKI JAKARTA,13940,PHARMACY CHAIN (CHN),B-DR-02,BASE 02,DALAM KOTA
JK2,150274,JL. SUNGAI BAMBU RAYA NO. 5 TANJUNG PRIOK - SUNGAI BAMBU TANJUNG PRIOK,-6.1282153,106.8920116,TANJUNGPRIOK,JAKARTA,DKI JAKARTA,14310,HOSPITAL PRIVATE (PVT),P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,125828,JL. RAYA DUREN SAWIT DUREN SAWIT,-6.2232526,106.9094986,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,HOSPITAL GOVERNMENT (GVM),P-DR-01,PERI 01,PINGGIRAN KOTA
JK2,125368,GD. CARDIG AIR BANDARA HALIM PK HALIM PERDANAKUSUMAH - MAKASAR,-6.2651451,106.8862934,MAKASAR,JAKARTA,DKI JAKARTA,13570,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,125422,JL. TB SIMATUPANG NO. 1 D RT/RW : 008/002 GEDONG - PASAR REBO,-6.3032375,106.8600133,PASAR REBO,JAKARTA,DKI JAKARTA,13760,PHARMACY CHAIN (CHN),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,125619,"KOMP. RUKO MALAKA COUNTRY BLK. D45, JL. PONDOK KOPI RAYA PONDOK KOPI",-6.2229928,106.9417055,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK2,150315,JL. SUNTER INDAH IV BLOK HD2/16 JL. SUNTER INDAH,-6.1536278,106.8774754,TANJUNG PRIOK,JAKARTA,DKI JAKARTA,14350,GENERAL PRACTICE DOCTOR (GP),B-DR-11,BASE 11,DALAM KOTA
JK2,149631,"JL. ANGGREK NO. 23 F, KOJA JL. ANGGREK TANJUNG PRIOK",-6.1154325,106.8946746,TANJUNG PRIOK,JAKARTA,DKI JAKARTA,14310,GENERAL PRACTICE DOCTOR (GP),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,135674,JL.BALAI RAKYAT KAYU TINGGI NO.23 CAKUNG TIMUR - CAKUNG,-6.18346379999999,106.9459496,CAKUNG TIMUR,JAKARTA,DKI JAKARTA,13910,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK2,150271,JL. PULO GEBANG PERMAI F/33 CAKUNG BEKASI,-6.1965065,106.9549119,CAKUNG TIMUR,JAKARTA,DKI JAKARTA,13910,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK2,150137,JL. BOULEVARD BARAT ( BELAKANG MAKRO ) JL.BOULEVARD RAYA (BELAKANG MAKRO) KELAPA GADING BARAT,-6.1566,106.89886,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,HOSPITAL PRIVATE (PVT),P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,150311,JL. KELAPA PUAN RAYA PU I-33 RT. 09/01 KELAPA GADING,-6.1621425,106.9063024,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-08,BASE 08,DALAM KOTA
JK2,150422,JL. GADING INDAH UTARA I NH 1/19 KLP GADING JL. GADING INDAH UTARA KELAPA GADING,-6.16130869999999,106.9049822,KELAPA GADING,JAKARTA,DKI JAKARTA,14240,GENERAL PRACTICE DOCTOR (GP),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,150142,JL.BOULEVARD BARAT KELAPA GADING KELAPA GADING,-6.1573753,106.9003851,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-07,BASE 07,DALAM KOTA
JK2,150018,JL. FLAMBOYAN BLOK A NO.10 KELAPA GADING TIMUR,-6.166211,106.9033981,KELAPA GADING TIMUR,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-07,BASE 07,DALAM KOTA
JK2,149815,JL. PASEBAN RAYA NO.17 SALEMBA,-6.1911982,106.8500949,SENEN,JAKARTA,DKI JAKARTA,10440,GENERAL PRACTICE DOCTOR (GP),B-DR-09,BASE 09,DALAM KOTA
JK2,150310,JL. TRANSMIGRAN KAMP. BANDAN NO. 7 KAMP. BANDAN,-6.134941,106.8189821,PADEMANGAN,JAKARTA,DKI JAKARTA,14430,GT OTHERS TRADITIONAL,P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,149762,SENTRA BISNIS ARTHA GADING BLOK D NO. 6 KELAPA GADING BARAT - KELAPA GADING,-6.1459475,106.8922172,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,PHARMACY CHAIN (CHN),B-DR-08,BASE 08,DALAM KOTA
JK2,126267,JL. BALAI PUSTAKA TIMUR BLOK J NO. 225 G-M RAWAMANGUN,-6.196648,106.8845303,PULO GADUNG,JAKARTA,DKI JAKARTA,13260,PHARMACY REGULAR (REG),B-DR-01,BASE 01,DALAM KOTA
JK2,126121,JL. SENEN RAYA 135 JAKARTA RUKO BLOK B6 JL. SENEN RAYA,-6.1765778,106.8411636,SENEN,JAKARTA,DKI JAKARTA,13440,PHARMACY REGULAR (REG),P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,149621,JL. KRAMAT JAYA SEMPER BARAT,-6.1176652,106.9169835,JOHAR BARU,JAKARTA,DKI JAKARTA,14130,PARAMEDIC,P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,125914,JL. H. NAMAN NO. 8 PONDOK KELAPA DUREN SAWIT,-6.245057,106.9426658,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK2,125939,JL. UTAN KAYU RAYA NO. 22 RT. 009 RW.002 MATRAMAN,-6.19357509999999,106.8641979,UTAN KAYU SELATAN,JAKARTA,DKI JAKARTA,13120,PBAK TENDER,B-DR-10,BASE 10,DALAM KOTA
JK2,125425,ASRAMA POLRI CIPINANG ATAS RT. 012 / 005 CIPINANG KLENDER  DUREN SAWIT,-6.21174,106.88954,PULO GADUNG,JAKARTA,DKI JAKARTA,13260,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK2,150475,JL. RAYA BOULEVARD QF I/27 KELAPA GADING BARAT - KELAPA GADING,-6.1554299,106.8967107,TUGU SELATAN,JAKARTA,DKI JAKARTA,14260,PHARMACY CHAIN (CHN),B-DR-07,BASE 07,DALAM KOTA
JK2,125898,JL. PEMUDA KOMP. P.U NO. 29 RAWAMANGUN RAWAMANGUN - PULOGADUNG,-6.1933539,106.8833827,RAWAMANGUN,JAKARTA,DKI JAKARTA,13320,PBAK REGULAR,B-DR-05,BASE 05,DALAM KOTA
JK2,125844,"JL. RAYA BOGOR NO.19, RT 1 / RW 4 KRAMAT JATI - KRAMAT JATI",-6.26332029999999,106.8656951,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,PHARMACY REGULAR (REG),P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,150170,JL. PULO MAS BARAT VI PULO GADUNG,-6.179405,106.8820111,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,13260,OTH IN HOSPITAL,B-DR-07,BASE 07,DALAM KOTA
JK2,125512,"JL GEBRAS NO.2, SUSUKAN, CIRACAS, JAKARTA TIMUR SUSUKAN CIRACAS",-6.3077877,106.8706356,KRAMATJATI,JAKARTA,DKI JAKARTA,13750,HOSPITAL PRIVATE (PVT),P-DR-01,PERI 01,PINGGIRAN KOTA
JK2,125409,PSR. PRAMUKA NO. AKS 20 LT. 1 PSR. PRAMUKA,-6.1973443,106.8550777,PAL MERIAM,JAKARTA,DKI JAKARTA,13140,DRUG STORE,B-DR-10,BASE 10,DALAM KOTA
JK2,150431,JL. RAYA PENGGILINGAN NO.3 RT.001 RW.01 PENGGILINGAN,-6.2174372,106.9386971,PENGGILINGAN,JAKARTA,DKI JAKARTA,13940,GENERAL CLINIC (GEN),P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,150292,JL. ITC CEMPAKA MAS MEGA GROSIR LT.DASAR  NO.864 C-D KEMAYORAN,-6.1594869,106.8541776,KEMAYORAN,JAKARTA,DKI JAKARTA,10620,PHARMACY REGULAR (REG),B-DR-11,BASE 11,DALAM KOTA
JK2,150224,JL.. JATI V(LIMA) C/14 RT.006/06  SUNGAI BAMBU,-6.1297256,106.8909631,CENGKARENG,JAKARTA,DKI JAKARTA,14330,PARAMEDIC,P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,126262,JL. HAJI DOGOL NO.15 A PUSKESMAS KEC. DUREN SAWIT DUREN SAWIT - DUREN SAWIT,-6.2420241,106.9110905,DUREN SAWIT,JAKARTA,DKI JAKARTA,13440,HEALTH PUBLIC CENTRE (PUSKESMAS),B-DR-15,BASE 15,DALAM KOTA
JK2,125333,PERUM PD.GEDE HOUSING JL. CIPTA ASIH BLOK K NO.6 JATI RAHAYU PONDOK GEDE,-6.2867103,106.9165958,JATIRAHAYU,PONDOKGEDE,JAWA BARAT,17414,PHARMACY REGULAR (REG),P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,149840,JL. GUNUNG SAHARI RAYA NO.51-A3 GUNUNG SAHARI,-6.1597208,106.8378424,GUNUNG SAHARI SELATAN,JAKARTA,DKI JAKARTA,10610,LAB CHAIN,P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,149789,JL. SIAK BLOK J5 NO. 14 RT. 01/07 SUKAPURA - CILINCING,-6.1554661,106.9232996,CILINCING,JAKARTA,DKI JAKARTA,14120,HOSPITAL PRIVATE (PVT),P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,149692,JL. KELAPA NIAS RAYA BLOK QE 1/5 KELAPA GADING BARAT KELAPA GADING,-6.1518672,106.905134,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,PHARMACY REGULAR (REG),B-DR-08,BASE 08,DALAM KOTA
JK2,149622,JL. SALEMBA RAYA SALEMBA,-6.1948386,106.8498215,SENEN,JAKARTA,DKI JAKARTA,10430,PARAMEDIC,P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,124965,THE MANSION - BOUGENVILLE LANTAI 18-19  JL. TREMBESI BLOK D BANDAR BARU PADEMANGAN TIMUR - PADEMANGAN,-6.1478147,106.8547593,PADEMANGAN TIMUR,JAKARTA,DKI JAKARTA,14410,GENERAL CLINIC (GEN),P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,150407,JL. SUNGAI BAMBU NO.19 RT 9/8 SUNGAI BAMBU,-6.1293943,106.8865621,SUNGAI BAMBU,JAKARTA,DKI JAKARTA,14330,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK2,126274,JL. RAYA PASAR MINGGU NO.16A-E PASAR MINGGUPANCORAN,-6.2853322,106.8446065,PASAR MINGGU,JAKARTA,DKI JAKARTA,12520,PHARMACY REGULAR (REG),B-DR-05,BASE 05,DALAM KOTA
JK2,149880,JL. BOULEVARD RAYA TIMUR PEGANGSAAN DUA,-6.1658888,106.9149299,KELAPA GADING TIMUR,JAKARTA,DKI JAKARTA,14240,HOSPITAL PRIVATE (PVT),P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,149618,JL. PERCETAKAN NEGARA 82 RAWASARI,-6.1899183,106.8592936,CEMPAKA PUTIH,JAKARTA,DKI JAKARTA,10570,SPECIALIST DOCTOR (SPC),B-DR-10,BASE 10,DALAM KOTA
JK2,125910,JL. RAYA CONDET NO.18 CONDET,-6.2705724,106.8585786,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,PHARMACY REGULAR (REG),B-DR-06,BASE 06,DALAM KOTA
JK2,125545,"JL.GANG JANUR  NO.5B ,PASAR JATINEGARA JATINEGARA",-6.217231,106.8645173,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,125915,"JL. BASEMENT BLOK CKS NO 25-26 PS REG JATINEGARA JATINEGARA, JAKTIM",-6.2284425,106.8851503,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,125461,JL. PASAR SELATAN NO.5E RT.013 RW.005 BALI MESTER - JATINEGARA,-6.2168223,106.8657164,JATINEGARA,JAKARTA,DKI JAKARTA,13930,OTHERS,B-DR-05,BASE 05,DALAM KOTA
JK2,125374,JL.RAYA BOGOR KM 22/NO.44 RAMBUTAN -CIRACAS,-6.2985178,106.8709173,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,HOSPITAL PRIVATE (PVT),P-DR-03,PERI 03,PINGGIRAN KOTA
JK2,150343,PASAR SENEN BLOK III BKS 229 LANTAI DASAR SENEN,-6.1760388,106.8418521,SENEN,JAKARTA,DKI JAKARTA,10410,DRUG STORE,B-DR-09,BASE 09,DALAM KOTA
JK2,149829,JL.DROMOL NO.1 JAKARTA TIMUR KAYU PUTIH,-6.1796396,106.8827427,PULO GADUNG,JAKARTA,DKI JAKARTA,13260,DRUG STORE,B-DR-08,BASE 08,DALAM KOTA
JK2,149790,JL PASAR RAYA IMPRES NO.6  .,-6.1973439,106.8370048,KELAPA GADING,JAKARTA,DKI JAKARTA,14240,DRUG STORE,B-DR-07,BASE 07,DALAM KOTA
JK2,125396,PASAR TEBET BARAT LT. DASAR LOS CKS 001 TEBET BARAT,-6.2394376,106.8480628,TEBET BARAT,JAKARTA,DKI JAKARTA,12810,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,126012,JL. DEWI SARTIKA NO.257 CAWANG - KRAMAT JATI,-6.25513539999999,106.8637717,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,PHARMACY REGULAR (REG),B-DR-05,BASE 05,DALAM KOTA
JK2,126032,PASAR TEBET BARAT LANTAI DASAR 0017 TEBET BARAT,-6.2394376,106.8480628,TEBET BARAT,JAKARTA,DKI JAKARTA,12810,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,125215,JL.PASAR TEBET  BARAT BLOK CKS NO.63 .,-6.1767674,106.8417935,TEBET BARAT,JAKARTA,DKI JAKARTA,12810,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,126169,PS. RAWA BENING LT. DASAR 105B ACT 83-84 RAWA BENING,-6.2156819,106.8669799,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,149827,JL. PERCETAKAN  NEGARA NO.24D CEMPAKA PUTIH TIMUR,-6.1872627,106.8659194,JOHAR BARU,JAKARTA,DKI JAKARTA,10560,DRUG STORE,B-DR-07,BASE 07,DALAM KOTA
JK2,150433,JL. DEWA KEMBARA NO.43 JAKARTA UTARA,-6.1102488,106.9218947,CILINCING,JAKARTA,DKI JAKARTA,14120,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,125564,JL.PINTU PASAR BARAT NO.66 D .BALI MESTER - JATINEGARA,-6.2169408,106.8649837,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,126217,LT DASAR BLOK AKS NO.21 PS KRAMAT JATI BATU AMPAR - KRAMAT JATI,-6.26901,106.86665,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,DRUG STORE,B-DR-06,BASE 06,DALAM KOTA
JK2,125557,PS KRAMAT JATI BLOK B LOT BKS 182 .,-6.2780493,106.8726867,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,125300,PS TEBET TIMUR .LANTAI DASA AKS NO.01 TEBET TIMUR,-6.2328959,106.8547133,TEBET TIMUR,JAKARTA,DKI JAKARTA,12820,DRUG STORE,B-DR-02,BASE 02,DALAM KOTA
JK2,150348,JL.KRAMAT SENTIONG NO.62 SENEN,-6.185612,106.849346,TANAH TINGGI,JAKARTA,DKI JAKARTA,10540,DRUG STORE,B-DR-09,BASE 09,DALAM KOTA
JK2,126168,JL.RAYA PULO GEBANG NO.10 JAKARTA TIMUR,-6.2062385,106.9548662,PULO GADUNG,JAKARTA,DKI JAKARTA,13260,DRUG STORE,P-DR-05,PERI 05,PINGGIRAN KOTA
JK2,126194,PASAR JATINEGARA GANG JANUR  NO.5 PASAR JATINEGARA,-6.2157344,106.8663268,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,149698,ITC CEMPAKA MAS LT.1 BLOK A NO.47 JAKARTA PUSAT,-6.1895026,106.8708285,CEMPAKA PUTIH BARAT,JAKARTA,DKI JAKARTA,10520,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,150401,JL. KELAPA GADING  BOULEVARD  BLOK LAG NO.5 JAKRTA  UTARA,-6.1250623,106.9191398,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,DRUG STORE,B-DR-07,BASE 07,DALAM KOTA
JK2,126208,PASAR PRAMUKA LANTAI DASAR AKS NO.49-50 .,-6.1973443,106.857658,PAL MERIAM,JAKARTA,DKI JAKARTA,13140,DRUG STORE,B-DR-10,BASE 10,DALAM KOTA
JK2,150087,JL. PERCETAKAN NEGARA II NO.6 SENEN,-6.1875559,106.8582384,JOHAR BARU,JAKARTA,DKI JAKARTA,10560,DRUG STORE,B-DR-10,BASE 10,DALAM KOTA
JK2,125611,PASAR GROSIR CILILITAN LANTAI LG NO.310-311 .,-6.26326839999999,106.8635643,KRAMATJATI,JAKARTA,DKI JAKARTA,13510,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK2,126252,PASAR RAWAMANGUN LANTAI 1 BKS 97 .,-6.1986113,106.8897334,PULO GADUNG,JAKARTA,DKI JAKARTA,13260,DRUG STORE,B-DR-01,BASE 01,DALAM KOTA
JK2,126309,"PASAR TEBETBARAT , BLOK BCT NO.041 PASAR TEBET BARAT",-6.2394376,106.8480628,TEBET BARAT,JAKARTA,DKI JAKARTA,12810,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,126155,PASAR JATINEGARA GANG JANUR NO.17 JATINEGARA,-6.2157344,106.8663268,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,149909,MEGA GROSIR ITC CEMPAKA MAS LT DASAR BLOK H NO. 613 SUMUR BATU - KEMAYORAN,-6.1940876,106.7932958,CEMPAKA PUTIH BARAT,JAKARTA,DKI JAKARTA,10520,DRUG STORE,B-DR-11,BASE 11,DALAM KOTA
JK2,125605,PS RAWA BENING LOS ACT 101 .,-6.2156819,106.8669799,JATINEGARA,JAKARTA,DKI JAKARTA,13930,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,125377,JL PASAR JANGKRIK NO 15 .,-6.20920639999999,106.8663536,PAL MERIAM,JAKARTA,DKI JAKARTA,13140,DRUG STORE,B-DR-05,BASE 05,DALAM KOTA
JK2,125403,PASAR KLENDER BLOK BKS NO.60 PASAR KLENDER,-6.21213889999999,106.900591,PULO GADUNG,JAKARTA,DKI JAKARTA,13260,DRUG STORE,B-DR-02,BASE 02,DALAM KOTA
